ceo_names,ceo_names,ceo_pctApprove,ceo_pctDisapprove,company_name,compensation_rating,culture_rating,overallRating,ratingDescription,recommendToFriendRating,seniorLeadershipRating,workLifeBalanceRating,Growth,Annual Rainfall,Annual Snowfall,Avg_Commute_work,HQ_City,HQ_State,population,crime_rate_per_1000,diversity
Jeff Bezos,Jeff Bezos,87,13,Amazon,3.8,3.7,3.7,Satisfied,73,3.3,3.2,0.2019,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Jeff Bewkes,Jeff Bewkes,72,28,Time Warner,3.7,3.5,3.6,Satisfied,72,3.2,3.9,0.2095,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Jeff Arnold,Jeff Arnold,87,13,Sharecare,3.4,3.5,3.7,Satisfied,67,3.3,3.8,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Jean-Pascal Tricoire,Jean-Pascal Tricoire,89,11,Schneider Electric,3.6,3.7,3.7,Satisfied,75,3.1,3.7,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Jay Farner,Jay Farner,89,11,Quicken Loans,3.9,4.3,3.7,Satisfied,70,3.7,3,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Jay Craig,Jay Craig,86,14,Meritor,3.4,3.2,3.2,OK,67,3,3.3,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Jay Alvather,Jay Alvather,86,14,TEKsystems,3.1,3.4,3.4,OK,62,3.1,3.1,,41.8,123.8,18.1,Latham,New York,#N/A,#N/A,#N/A
Jay Adair,Jay Adair,70,30,Copart,2.9,2.8,2.9,OK,40,2.7,2.7,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Jason Marker,Jason Marker,0,100,CKE Restaurants,2.6,2.1,2.5,OK,19,1.7,2.7,,54.2,6.3,31.9,Franklin,Tennessee,74771,31.52480495,64.65
Jason Ackerman,Jason Ackerman,60,40,FreshDirect,3.2,3.1,3.2,OK,61,2.9,3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Jared Hecht,Jared Hecht,100,0,Fundera,4.4,4.9,4.7,Very Satisfied,100,4.8,4.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Jann S. Wenner,Jann S. Wenner,31,69,Wenner Media,2.6,2.6,2.5,OK,17,2.5,3.1,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Jane Park,Jane Park,58,42,Julep,2.6,3.1,2.8,OK,46,2.7,3,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Jamie Walker,Jamie Walker,78,22,Elavon,2.9,3.1,3,OK,52,2.6,3.1,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Jamie von Klemperer,Jamie von Klemperer,55,45,Kohn Pedersen Fox,3.3,2.9,3.6,Satisfied,61,3.3,3.1,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Jamie Dimon,Jamie Dimon,92,8,JP Morgan,3.7,3.6,3.7,Satisfied,75,3.3,3.3,,39.2,24.6,24,Chicago,Illinois,2725153,74.90659418,70.57
James S. Tisch,James S. Tisch,84,16,Loews Corporation,3.9,3.3,3.7,Satisfied,62,3.2,4,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
James Reinhart,James Reinhart,45,55,ThredUP,2.8,3,2.6,OK,30,2.3,2.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
James R. Verrier,James R. Verrier,89,11,BorgWarner,3.8,3.6,3.7,Satisfied,81,3.1,3.6,0.2429,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
James R. Scapa,James R. Scapa,86,14,Altair Engineering,3.2,3.9,3.8,Satisfied,91,3.6,4.1,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
James Quincey,James Quincey,78,22,Coca-Cola Company,3.7,3.4,3.5,Satisfied,64,2.9,3.3,0.0342,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
James Park,James Park,60,40,Fitbit,3.3,3.5,3.2,OK,50,2.6,3.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
James P. Gorman,James P. Gorman,90,10,Morgan Stanley,3.5,3.8,3.7,Satisfied,77,3.4,3.4,0.361,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
James Owens,James Owens,73,27,H.B. Fuller,3.4,3.6,3.6,Satisfied,64,3.1,3.6,,27.3,54,22.5,Saint Paul,Minnesota,#N/A,#N/A,#N/A
James M Corrigan,James M Corrigan,66,34,ERT,3.4,3.4,3.4,OK,49,3.1,3.4,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
James L. Welch,James L. Welch,34,66,YRC Worldwide,3.5,2.6,2.6,OK,43,2.1,2.6,,42.2,17,0,Kansas City,Missouri,478364,103.9359789,65.35
James L. Pokluda III,James L. Pokluda III,30,70,Houston Wire & Cable,2.9,2.6,2.3,Dissatisfied,35,1.9,2.9,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
James Holman,James Holman,100,0,San Diego Reader,3.8,3.5,4.2,Very Satisfied,69,3.8,4,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
James H. Herbert II,James H. Herbert II,96,4,First Republic Bank,4,4,3.6,Satisfied,70,3.3,3.4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
James Fitzpatrick,James Fitzpatrick,65,35,San Diego Magazine,2.7,3.6,3.3,OK,68,2.9,3.9,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
James DuCharme,James DuCharme,45,55,Prime Therapeutics,3.4,2.6,2.7,OK,44,2.2,2.7,,27.3,54,0,Eagan,Minnesota,66698,35.43589483,#N/A
James D. Bennett,James D. Bennett,85,15,SandRidge Energy,4.4,4,3.8,Satisfied,69,3.1,3.7,,36.5,7.8,13.2,Oklahoma City,Oklahoma,641681,86.00019059,65.01
James C. Smith,James C. Smith,82,18,Thomson Reuters,3.4,3.8,3.6,Satisfied,72,3.1,4,,27.3,54,0,Eagan,Minnesota,66698,35.43589483,#N/A
James C. Foster,James C. Foster,82,18,Charles River Laboratories,3.2,3.1,3.1,OK,59,2.7,3,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
"James C. Fish, Jr","James C. Fish, Jr",87,13,Waste Management,3.7,3.3,3.4,OK,64,2.9,3.2,0.1064,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
James C. (Jim) Mullen,James C. (Jim) Mullen,66,34,Patheon,3.2,2.8,3,OK,50,2.6,2.5,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Jacqueline Hinman,Jacqueline Hinman,53,47,CH2M,3.3,3.5,3.3,OK,59,2.7,3.6,,15.9,19.1,28.8,Denver,Colorado,699259,78.48871641,69.21
Jackie Gaines,Jackie Gaines,46,54,Mercy Health Partners,3.4,3.2,3.2,OK,53,2.5,3.2,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Jack Lawless,Jack Lawless,100,0,Belle Tire,3.2,2.9,2.9,OK,41,2.6,2.4,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Jack Dorsey,Jack Dorsey,78,22,Twitter,4.1,4.2,4,Satisfied,76,3.4,4.1,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Jack Dorsey,Jack Dorsey,94,6,Square,4,4.6,4.3,Very Satisfied,87,4.1,4.2,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Jack A. Holmes,Jack A. Holmes,34,66,UPS Freight,3.3,2.2,2.4,Dissatisfied,25,2.1,2.3,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
J. Wayne Weaver,J. Wayne Weaver,100,0,Jacksonville Jaguars,4,3.7,3.9,Satisfied,57,3,3.3,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
J. Peter Devereaux,J. Peter Devereaux,100,0,Harley Ellis Devereaux,3.6,3.1,3.1,OK,60,2.5,3.3,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
J. Paul Raines,J. Paul Raines,51,49,GameStop,2.4,2.7,3,OK,41,2.6,2.8,,41.7,25.9,27.4,Greenwood,Indiana,56502,74.05590949,#N/A
J. Patrick Doyle,J. Patrick Doyle,81,19,Domino's,2.6,3.2,3.4,OK,61,3,3,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
J. Pat Hickman,J. Pat Hickman,86,14,Happy State Bank,3.1,3.6,3.2,OK,57,2.9,4.2,,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
"Isaac ""Ike"" Perlmutter","Isaac ""Ike"" Perlmutter",24,76,Marvel Entertainment,2.7,2.9,2.6,OK,34,2.8,3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Indra K. Nooyi,Indra K. Nooyi,74,26,Pepsi,3.7,3.5,3.4,OK,63,3.2,2.9,,27.3,54,0,Minneapolis,Minnesota,416751,95.78049056,68.13
Ignazio Maramotti,Ignazio Maramotti,87,13,Max Mara,2.5,3.2,3.5,Satisfied,55,3.1,2.9,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Ignacio Alvarez,Ignacio Alvarez,100,0,Popular,3.7,4.1,3.9,Satisfied,86,3.5,3.7,,39.2,24.6,24,Chicago,Illinois,2725153,74.90659418,70.57
Ido Gaver,Ido Gaver,56,44,flok,3.3,3.1,3.3,OK,60,3.4,3.4,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Ian Read,Ian Read,88,12,Pfizer,3.8,3.7,3.7,Satisfied,74,3.4,3.7,-0.052,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Ian M. Cook,Ian M. Cook,91,9,Colgate-Palmolive,3.9,4,3.8,Satisfied,79,3.4,3.7,-0.0521,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Hunt Hawkins,Hunt Hawkins,63,37,Stein Mart,2.4,2.5,2.5,OK,38,2.4,2.5,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Hugh Verrier,Hugh Verrier,94,6,White & Case,4.2,4,3.8,Satisfied,77,3.4,3.1,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Hugh Harris,Hugh Harris,47,53,Lender Processing Services,2.6,2.6,2.7,OK,41,2.3,3,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Hubert Joly,Hubert Joly,90,10,Best Buy,3.5,3.8,3.7,Satisfied,78,3.3,3.4,0.4195,27.3,54,30.3,Richfield,Minnesota,36410,54.07059172,#N/A
Hubert Joly,Hubert Joly,90,10,Best Buy,3.5,3.8,3.7,Satisfied,78,3.3,3.4,0.4195,27.3,54,30.3,Richfield,Minnesota,36410,54.07059172,#N/A
Howard W. Lutnick,Howard W. Lutnick,45,55,Cantor Fitzgerald,2.3,2.5,2.7,OK,35,2.6,2.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Hossein Mousavi,Hossein Mousavi,100,0,Cequint,3.4,3.3,3.2,OK,57,2.8,3.6,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Hosain Rahman,Hosain Rahman,28,72,Jawbone,3.6,2.9,3,OK,41,2.2,3.6,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Horacio D. Rozanski,Horacio D. Rozanski,91,9,Booz Allen Hamilton,3.5,3.8,3.7,Satisfied,76,3.4,3.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Hock E. Tan,Hock E. Tan,64,36,Broadcom,3.8,3,3.6,Satisfied,63,3,3.3,71.7,22.2,0,,Irvine,California,266663,28.70727435,#N/A
Herb Peyton,Herb Peyton,83,17,Gate Petroleum,3.1,3,3.2,OK,53,3,3.2,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Henry Wasik,Henry Wasik,88,12,Joyent,3.4,3.7,3.7,Satisfied,54,3.6,3.4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Henry Nassau,Henry Nassau,67,33,Dechert,3.5,2.7,3.1,OK,45,2.8,2.7,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Henry A. Fernandez,Henry A. Fernandez,66,34,MSCI,3.5,3.4,3.4,OK,62,3,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Hap Stein Jr.,Hap Stein Jr.,100,0,Regency Centers,3.9,4.3,4.1,Very Satisfied,82,4,4.4,-0.2379,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Hans-Peter Wild,Hans-Peter Wild,97,3,Wild Flavors,3.5,2.4,2.7,OK,39,2.2,2.6,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Hans Bishop,Hans Bishop,87,13,Juno Therapeutics,4.6,4.4,4.1,Very Satisfied,81,3.8,3.7,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Hamid R. Moghadam,Hamid R. Moghadam,93,7,Prologis,3.6,3.8,3.7,Satisfied,79,3.4,3.5,0.0898,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Hal Yoh III,Hal Yoh III,74,26,Day & Zimmermann,3.4,3.8,3.7,Satisfied,67,3.3,3.7,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Gregory Thumm,Gregory Thumm,28,72,Bulova,2.7,2.2,2.5,OK,17,2,2.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Gregory Scott,Gregory Scott,44,56,New York & Company,2.4,2.6,2.8,OK,37,2.4,2.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Gregory L. Fenves,Gregory L. Fenves,91,9,University of Texas at Austin,3.5,4.1,4.3,Very Satisfied,88,3.8,4.1,,28.9,1.5,,Austin,Texas,956911,74.27155557,69.91
Gregg Tanner,Gregg Tanner,36,64,Dean Foods,3.5,2.4,2.9,OK,48,2.2,2.4,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Gregg Scarlett,Gregg Scarlett,78,22,Outback Steakhouse,2.8,3.5,3.6,Satisfied,66,3.1,3.2,,54.5,0,,Tampa,Florida,375904,46.7077787,67.42
Gregg G. Williams,Gregg G. Williams,46,54,Williams International,3.4,3.2,3.1,OK,51,2.8,3.7,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Greg L. Armstrong,Greg L. Armstrong,98,2,Plains All American Pipeline,3.8,3.8,3.6,Satisfied,68,3.6,4,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Greg Henslee,Greg Henslee,67,33,O'Reilly Auto Parts,2.7,3.3,3.1,OK,56,2.7,2.9,,42.2,17,,Springfield,Missouri,168307,183.8847703,59.66
Greg Ebel,Greg Ebel,86,14,Spectra Energy,3.8,3.6,3.6,Satisfied,73,2.9,3.8,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Greg Clark,Greg Clark,86,14,Symantec,3.7,3.5,3.6,Satisfied,66,2.9,3.8,0.2033,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Greg C. Garland,Greg C. Garland,99,1,Phillips 66,4.2,3.8,3.8,Satisfied,73,3.3,3.7,0.0555,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Greg Burgess,Greg Burgess,74,26,Burgess Group,3.6,2.8,2.7,OK,44,2.1,3,,44.3,10.3,28.2,Alexandria,Virginia,155319,38.12612635,70.07
Goro Yamaguchi,Goro Yamaguchi,75,25,Kyocera,3,2.6,2.7,OK,27,2.2,2.7,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Gordon A. Wilson,Gordon A. Wilson,73,27,Travelport,3.6,3.4,3.4,OK,58,2.9,3.7,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Glenn W. Anderson,Glenn W. Anderson,98,2,GAINSCO,4.2,4.6,4.5,Very Satisfied,91,4.5,4.4,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Glen Joerger,Glen Joerger,0,100,National Airlines,2.3,1.4,1.7,Dissatisfied,13,1.2,1.6,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
"Glen F. Post, III","Glen F. Post, III",55,45,CenturyLink,3.3,2.8,3,OK,50,2.5,3.2,-8.3,60.1,0,,Monroe,Louisiana,49677,222.0777549,61.54
Giovanni Caforio,Giovanni Caforio,72,28,Bristol-Myers Squibb,3.8,3.6,3.7,Satisfied,73,3,3.6,-0.0687,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Gilles Andrier,Gilles Andrier,93,7,Givaudan,3.7,3.7,3.5,Satisfied,70,3.3,3.5,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Giannella Alvarez,Giannella Alvarez,73,27,Harmless Harvest,3.3,4,3.8,Satisfied,74,3.6,3.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Gerard P. Cuddy,Gerard P. Cuddy,96,4,Beneficial Bank,2.7,3.6,3,OK,68,2.8,3.2,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Gerard M. Anderson,Gerard M. Anderson,86,14,DTE Energy,3.8,3.9,3.9,Satisfied,73,3.6,3.9,0.1065,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Gerald B. Shreiber,Gerald B. Shreiber,77,23,J & J Snack Foods,3,3.1,3.2,OK,54,3.1,3.1,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
George V. Hager Jr.,George V. Hager Jr.,35,65,Genesis HealthCare,2.4,2.6,2.6,OK,34,2.3,2.7,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
George S. Corona,George S. Corona,83,17,Kelly Services,3,3.3,3.5,Satisfied,68,3.1,3.5,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
George Kurian,George Kurian,73,27,NetApp,3.8,3.8,3.5,Satisfied,58,3,4,13.04,22.2,0,,Sunnyvale,California,154108,28.99150752,#N/A
George J. Pierson,George J. Pierson,71,29,Parsons Brinckerhoff,3.1,3.1,3.2,OK,57,2.7,3.4,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
George H. Vincent,George H. Vincent,70,30,Dinsmore & Shohl,3,2.6,2.8,OK,43,2.4,2.5,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
"George Babich, Jr.","George Babich, Jr.",33,67,Checkpoint Systems,3.1,2.9,2.9,OK,39,2.4,3.6,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Geoffrey S. M. Hedrick,Geoffrey S. M. Hedrick,28,72,Innovative Solutions & Support,2.4,2.7,3,OK,37,2.1,2.1,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Gene Lee,Gene Lee,81,19,LongHorn Steakhouse,3.3,3.7,3.6,Satisfied,70,3.2,3.4,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Gary W. Rollins,Gary W. Rollins,55,45,Rollins,3.1,2.6,2.9,OK,48,2.5,2.9,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Gary Reedy,Gary Reedy,60,40,American Cancer Society,3.1,3.1,2.8,OK,37,2.3,2.8,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Gary Pruitt,Gary Pruitt,82,18,Associated Press,3.1,4.1,3.6,Satisfied,85,3.3,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Gary Norcross,Gary Norcross,82,18,FIS,3.1,3.1,3.2,OK,60,2.8,3.3,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Gary Muto,Gary Muto,76,24,Ann Taylor,3,3.7,3.6,Satisfied,68,3,3.4,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Gary Gilliland,Gary Gilliland,97,3,Fred Hutchinson Cancer Research Center,3.5,4.3,4.1,Very Satisfied,92,3.5,4.3,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Gary C. Kelly,Gary C. Kelly,86,14,Southwest Airlines,4.1,4.3,4.2,Very Satisfied,85,3.8,3.9,0.3255,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Gary A. Corless,Gary A. Corless,86,14,PSS World Medical,3.3,4,3.7,Satisfied,70,3.2,3.6,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Garry O. Ridge,Garry O. Ridge,100,0,WD-40 Company,3.9,4.6,3.9,Satisfied,78,3.9,4.2,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Gail McGovern,Gail McGovern,45,55,American Red Cross,2.7,3.2,2.9,OK,43,2.5,2.8,,44.5,20.2,,Washington DC,Maryland,#N/A,#N/A,#N/A
Gabriel Barbier-Mueller,Gabriel Barbier-Mueller,76,24,Harwood International,3.6,3.5,3.6,Satisfied,72,3.5,3.3,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
G. Jeffrey Records Jr.,G. Jeffrey Records Jr.,96,4,Midfirst Bank,3.5,3.7,3.7,Satisfied,68,3.2,3.4,,36.5,7.8,13.2,Oklahoma City,Oklahoma,641681,86.00019059,65.01
Fred Smith,Fred Smith,84,16,FedEx,3.7,3.6,3.7,Satisfied,72,3.2,3.5,0.1922,54.2,6.3,22.2,Memphis,Tennessee,656434,131.120712,66.34
Frank Gibeau,Frank Gibeau,77,23,Zynga,4.2,3.5,3.6,Satisfied,65,3.2,3.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Frank D'Souza,Frank D'Souza,89,11,Cognizant Technology Solutions,3.1,3.4,3.5,Satisfied,72,2.9,3.3,0.1758,47.1,16.5,33.2,Teaneck,New Jersey,#N/A,#N/A,#N/A
Frank Bisignano,Frank Bisignano,55,45,First Data,2.8,2.8,2.9,OK,45,2.7,2.9,,50.7,0.7,,Atlanta,Georgia,472579,116.0771966,67.26
Franco Bianchi,Franco Bianchi,77,23,Haworth,3.5,3.4,3.4,OK,57,3.1,3.4,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Francis Pierrel,Francis Pierrel,76,24,Club Monaco,2.7,3,3.1,OK,52,2.6,2.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Francis deSouza,Francis deSouza,97,3,Illumina,3.8,4.2,4,Satisfied,81,3.6,3.5,0.1403,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Fran Horowitz,Fran Horowitz,74,26,Abercrombie & Fitch,2.6,3.1,3.2,OK,51,2.7,3,,39.1,27.5,29.1,New Albany,Ohio,10340,36.63918081,#N/A
Fr’©d’©ric Chesnais,Fr’©d’©ric Chesnais,16,84,Atari,3.1,2.5,2.5,OK,30,2.2,3.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Fabian Garcia,Fabian Garcia,51,49,Revlon,3.2,2.4,2.7,OK,31,2.3,2.6,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Ethan Anderson,Ethan Anderson,73,27,MyTime,3.5,3.6,3.7,Satisfied,78,3.6,3.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Esther L. George,Esther L. George,96,4,Federal Reserve Bank of Kansas City,4.3,3.8,3.9,Satisfied,79,3.6,4,,42.2,17,0,Kansas City,Missouri,478364,103.9359789,65.35
Eric Marechalle,Eric Marechalle,0,0,Marc Jacobs,2.9,2.6,2.6,OK,37,2.2,2.6,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Eric M. Green,Eric M. Green,80,20,West Pharmaceutical Services,3.5,3.4,3.4,OK,67,2.8,3.6,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Eric Ethans,Eric Ethans,100,0,Suja Juice,2.9,3.5,3.4,OK,59,2.9,3.7,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Eric  Foss,Eric  Foss,70,30,Aramark,2.9,2.9,3.1,OK,52,2.6,2.9,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Eoin Comerford,Eoin Comerford,75,25,Moosejaw,2.3,4.3,3.9,Satisfied,77,3.4,4.1,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Emmett Shear,Emmett Shear,48,52,Twitch,3.8,3.1,2.9,OK,44,2.6,3.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Emily Greer,Emily Greer,100,0,Kongregate,3.7,3.7,3.9,Satisfied,78,3.9,4.4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Elaine Sugimura,Elaine Sugimura,63,37,Spiegel,3.3,3,3.2,OK,41,2.8,2.9,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Eileen McDonnell,Eileen McDonnell,87,13,Penn Mutual,3.5,4.2,4,Satisfied,74,3.7,3.8,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Edward W. Stack,Edward W. Stack,71,29,DICK'S Sporting Goods,2.8,3.3,3.4,OK,58,2.8,3.1,,42.9,28.2,,Pittsburgh,Pennsylvania,302443,73.34572529,63.87
Edward S. Lampert,Edward S. Lampert,16,84,Sears,2.4,2.6,2.6,OK,28,2.2,2.9,,39.2,24.6,24,Chicago,Illinois,#N/A,#N/A,70.57
Edward S. Lampert,Edward S. Lampert,23,77,Kmart,2,2.6,2.7,OK,32,2.4,2.9,,47.1,16.5,25.5,Parsippany,New Jersey,2725153,74.90659418,#N/A
Edward _—“Ted_—ù Van Horne,Edward _—“Ted_—ù Van Horne,59,41,American Medical Response,2.5,2.6,2.9,OK,52,2.3,2.6,,15.9,19.1,28.8,Denver,Colorado,699259,78.48871641,69.21
Edward Lehner,Edward Lehner,91,9,Ryerson,3.6,3.5,3.4,OK,56,3.4,3.9,,39.2,24.6,24,Chicago,Illinois,2725153,74.90659418,70.57
Edward J. Clark,Edward J. Clark,50,50,American Seating,3.1,2.3,2.9,OK,41,2.4,3.6,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
"Edward Holleran, Jr.","Edward Holleran, Jr.",82,18,Atlantic Broadband,4.3,4.1,3.8,Satisfied,76,3.6,3.7,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Edward D. Breen,Edward D. Breen,41,59,DuPont,3.6,3.7,3.5,Satisfied,57,2.8,3.7,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Edward B. Dunlap,Edward B. Dunlap,82,18,CentiMark,3.7,2.9,3.2,OK,55,2.9,3.1,,42.9,28.2,22,Pittsburgh,Pennsylvania,302443,73.34572529,63.87
Eddie Shapiro,Eddie Shapiro,91,9,Nest Seekers International,3,3.8,3.8,Satisfied,81,3.8,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Ed Muller,Ed Muller,54,46,Mirant,4.3,4.7,3.7,Satisfied,84,3.4,3.8,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Ed Bastian,Ed Bastian,92,8,Delta Air Lines,4.1,4.3,4.3,Very Satisfied,89,3.8,3.8,0.2654,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Ebbe Altberg,Ebbe Altberg,99,1,Linden Lab,4.1,4.2,3.9,Satisfied,84,3.5,4.4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
